datetime_index,ICE Cocoa Warehouse Stock Total Bags - INVENTORY VOLUME,Cocoa-ICCO Daily Price US$/MT,CSCE-COCOA COML. LONG - OPEN INTEREST,CSCE-COCOA COM. LONG FUT - OPEN INTEREST,CSCE-COCOA COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA COML. SHORT - OPEN INTEREST,CSCE-COCOA COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA COM.SHORT INDEX - OPEN INTEREST,CSCE-COCOA INDEX TR LONG - OPEN INTEREST,CSCE-COCOA INDEX TR SHORT - OPEN INTEREST,CSCE-COCOA MAN-MONEY LONG - OPEN INTEREST,CSCE-COCOA M-M LG F - OPEN INTEREST,CSCE-COCOA MAN-MONEY SHORT - OPEN INTEREST,CSCE-COCOA M-M SH F - OPEN INTEREST,CSCE-COCOA M-M SP - OPEN INTEREST,CSCE-COCOA M-M SP F - OPEN INTEREST,CSCE-COCOA NON-COML. LONG - OPEN INTEREST,CSCE-COCOA N-COM. LONG FUT - OPEN INTEREST,CSCE-COCOA N-COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA NON-COML. SHORT - OPEN INTEREST,CSCE-COCOA N-COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA NC SH IT - OPEN INTEREST,CSCE-COCOA NON-COML. SPREAD - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA NON-REP. LONG - OPEN INTEREST,CSCE-COCOA N-REP. LONG FUT - OPEN INTEREST,CSCE-COCOA NR LG IT - OPEN INTEREST,CSCE-COCOA NON-REP. SHORT - OPEN INTEREST,CSCE-COCOA N-REP. SHORT FUT - OPEN INTEREST,CSCE-COCOA NR SH IT - OPEN INTEREST,CSCE-COCOA OTHER LONG - OPEN INTEREST,CSCE-COCOA OTHER LONG FUT - OPEN INTEREST,CSCE-COCOA OTHER SHORT - OPEN INTEREST,CSCE-COCOA OTHER SHORT FUT - OPEN INTEREST,CSCE-COCOA OTHER SPREADING - OPEN INTEREST,CSCE-COCOA OTHER SPREAD FUT - OPEN INTEREST,CSCE-COCOA PROD-USER LONG - OPEN INTEREST,CSCE-COCOA P-U LG FU - OPEN INTEREST,CSCE-COCOA PROD-USER SHORT - OPEN INTEREST,CSCE-COCOA P-U SH FU - OPEN INTEREST,CSCE-COCOA SWAP LONG - OPEN INTEREST,CSCE-COCOA SWAP LONG FUT - OPEN INTEREST,CSCE-COCOA SWAP SHORT - OPEN INTEREST,CSCE-COCOA SWAP SHORT FUT - OPEN INTEREST,CSCE-COCOA SWAP SPREADING - OPEN INTEREST,CSCE-COCOA SWAP SPREAD FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI - OPEN INTEREST,CSCE-COCOA TOTAL OI FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI INDEX - OPEN INTEREST,CSCE-COCOA TOTAL LONG - OPEN INTEREST,CSCE-COCOA TOTAL LONG FUT - OPEN INTEREST,CSCE-COCOA TOTAL LONG INDEX - OPEN INTEREST,CSCE-COCOA TOTAL SHORT - OPEN INTEREST,CSCE-COCOA TOTAL SHORT FUT - OPEN INTEREST,CSCE-COCOA TOT SH IT - OPEN INTEREST,S&P GSCI 1 Month Fwd Cocoa Index ER - EXCESS RETURN,S&P GSCI 1 Month Fwd Cocoa Index - PRICE INDEX,S&P GSCI 1 Month Fwd Cocoa Index TR - RETURN IND. (OFCL),S&P GSCI 3 Mth Fwd Cocoa ER - EXCESS RETURN,S&P GSCI 3 Mth Fwd Cocoa PI - PRICE INDEX,S&P GSCI 3 Mth Fwd Cocoa - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll - PRICE INDEX,S&P GSCI Cocoa Dynamic Roll TR - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx - PRICE INDEX,S&P GSCI 2MTH Fwd Cocoa Idx TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 12 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd XS - EXCESS RETURN,S&P GSCI Cocoa 6 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 6 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 6 Mth Fwd XS - EXCESS RETURN
2018-04-23,5282510,2669.03,127457,108534,87723,185331,163393,166626,49979,20667,88657,88278,38687,37378,37831,32001,106308,105526,96942,52695,55819,51612,90484,51864,89605,14120,13804,14120,9859,8652,9859,17651,17248,14008,18441,52653,19863,77571,65739,154539,141879,23641,24342,4546,3061,26245,18453,338369,279728,338369,324249,265924,324249,328510,271076,328510,77.0952,204.1947,134.0421,80.26,202.35,139.55,210.24,131.17,75.44,72.92,191.64,126.15,88.45,85.1,83.34,108.67,99.46,97.12
2018-04-24,5295640,2735.19,130960,109165,91240,195408,169324,175599,49988,20779,93592,93768,38303,37567,42670,35780,111311,111430,101920,51014,56448,50921,101993,56989,101116,14176,13836,14176,10024,8659,10024,17719,17662,12712,18881,59323,21209,78301,64646,161937,146904,24336,26036,5148,3937,28323,18483,358440,291420,358440,344264,277584,344264,348416,282761,348416,79.6122,210.8614,138.4252,82.51,208.02,143.46,216.13,134.85,77.56,74.97,197,129.69,90.34,86.93,85.13,111.4,101.97,99.56
2018-04-25,5319363,2745.07,130960,109165,91240,195408,169324,175599,49988,20779,93592,93768,38303,37567,42670,35780,111311,111430,101920,51014,56448,50921,101993,56989,101116,14176,13836,14176,10024,8659,10024,17719,17662,12712,18881,59323,21209,78301,64646,161937,146904,24336,26036,5148,3937,28323,18483,358440,291420,358440,344264,277584,344264,348416,282761,348416,80.2061,212.4344,139.4649,83.09,209.49,144.48,217.66,135.82,78.11,75.5,198.4,130.62,90.7,87.28,85.46,112.04,102.55,100.13
2018-04-26,5323993,2730.92,130960,109165,91240,195408,169324,175599,49988,20779,93592,93768,38303,37567,42670,35780,111311,111430,101920,51014,56448,50921,101993,56989,101116,14176,13836,14176,10024,8659,10024,17719,17662,12712,18881,59323,21209,78301,64646,161937,146904,24336,26036,5148,3937,28323,18483,358440,291420,358440,344264,277584,344264,348416,282761,348416,79.2445,209.8876,137.8,81.81,206.25,142.26,214.29,133.72,76.9,74.33,195.33,128.6,88.38,85.05,83.28,109.7,100.42,98.04
2018-04-27,5349990,2741.37,130960,109165,91240,195408,169324,175599,49988,20779,93592,93768,38303,37567,42670,35780,111311,111430,101920,51014,56448,50921,101993,56989,101116,14176,13836,14176,10024,8659,10024,17719,17662,12712,18881,59323,21209,78301,64646,161937,146904,24336,26036,5148,3937,28323,18483,358440,291420,358440,344264,277584,344264,348416,282761,348416,80.0647,212.0599,139.2332,82.77,208.68,143.94,216.81,135.3,77.8,75.2,197.63,130.12,88.81,85.46,83.68,110.77,101.4,99
2018-04-30,5372356,2746.23,130960,109165,91240,195408,169324,175599,49988,20779,93592,93768,38303,37567,42670,35780,111311,111430,101920,51014,56448,50921,101993,56989,101116,14176,13836,14176,10024,8659,10024,17719,17662,12712,18881,59323,21209,78301,64646,161937,146904,24336,26036,5148,3937,28323,18483,358440,291420,358440,344264,277584,344264,348416,282761,348416,79.895,211.6105,138.9594,82.6,208.24,143.66,216.36,135.04,77.64,75.04,197.21,129.87,88.91,85.57,83.77,111.01,101.63,99.21
2018-05-01,5386226,2799.5,142001,118148,101919,205496,177367,187276,50867,18807,101257,102139,43999,43438,48703,40814,116585,117429,106387,57595,63959,57595,107425,57531,106838,15950,15410,15950,11446,9661,11446,15328,15290,13596,20521,58722,16717,87408,72196,174042,157698,27181,29920,4042,3637,27412,16032,381962,308518,381962,366012,293108,366012,370516,298857,370516,81.8464,216.779,142.3606,85.02,214.35,147.88,222.7,139.01,79.92,77.25,203,133.68,91.84,88.4,86.54,114.38,104.72,102.22
2018-05-02,5397417,2752.98,142001,118148,101919,205496,177367,187276,50867,18807,101257,102139,43999,43438,48703,40814,116585,117429,106387,57595,63959,57595,107425,57531,106838,15950,15410,15950,11446,9661,11446,15328,15290,13596,20521,58722,16717,87408,72196,174042,157698,27181,29920,4042,3637,27412,16032,381962,308518,381962,366012,293108,366012,370516,298857,370516,79.5556,210.7116,138.3834,82.8,208.76,144.03,216.89,135.39,77.83,75.23,197.7,130.2,90.24,86.87,85.03,111.6,102.19,99.74
2018-05-03,5375051,2767.13,142001,118148,101919,205496,177367,187276,50867,18807,101257,102139,43999,43438,48703,40814,116585,117429,106387,57595,63959,57595,107425,57531,106838,15950,15410,15950,11446,9661,11446,15328,15290,13596,20521,58722,16717,87408,72196,174042,157698,27181,29920,4042,3637,27412,16032,381962,308518,381962,366012,293108,366012,370516,298857,370516,80.3475,212.809,139.7679,83.56,210.67,145.36,218.88,136.63,78.54,75.92,199.51,131.4,91.29,87.88,86.02,112.71,103.21,100.73
2018-05-04,5378193,2734,142001,118148,101919,205496,177367,187276,50867,18807,101257,102139,43999,43438,48703,40814,116585,117429,106387,57595,63959,57595,107425,57531,106838,15950,15410,15950,11446,9661,11446,15328,15290,13596,20521,58722,16717,87408,72196,174042,157698,27181,29920,4042,3637,27412,16032,381962,308518,381962,366012,293108,366012,370516,298857,370516,78.5375,208.015,136.6265,81.78,206.18,142.27,214.22,133.73,76.87,74.3,195.26,128.61,89.59,86.25,84.42,110.41,101.11,98.68
2018-05-07,5363796,2775.24,142001,118148,101919,205496,177367,187276,50867,18807,101257,102139,43999,43438,48703,40814,116585,117429,106387,57595,63959,57595,107425,57531,106838,15950,15410,15950,11446,9661,11446,15328,15290,13596,20521,58722,16717,87408,72196,174042,157698,27181,29920,4042,3637,27412,16032,381962,308518,381962,366012,293108,366012,370516,298857,370516,80.5455,213.6479,140.141,83.73,210.99,145.69,219.34,136.95,78.71,76.08,199.93,131.71,92.4,88.96,87.06,113.16,103.77,101.26
2018-05-08,5331113,2731.04,139395,116284,100712,202585,175986,185324,49316,17857,100809,100560,43580,42676,48287,42164,115657,115477,105620,57561,61529,57561,103007,58258,102411,15796,15194,15796,10702,9440,10702,14848,14917,13981,18853,54719,16094,84982,70482,172361,157049,27884,30278,3695,3413,26529,15524,373854,305213,373854,358058,290019,358058,363152,295773,363152,78.4444,208.4344,136.4926,81.69,205.87,142.14,213.83,133.52,76.73,74.17,194.91,128.41,90.5,87.15,85.28,110.6,101.55,99.09
2018-05-09,5317590,2727.93,139395,116284,100712,202585,175986,185324,49316,17857,100809,100560,43580,42676,48287,42164,115657,115477,105620,57561,61529,57561,103007,58258,102411,15796,15194,15796,10702,9440,10702,14848,14917,13981,18853,54719,16094,84982,70482,172361,157049,27884,30278,3695,3413,26529,15524,373854,305213,373854,358058,290019,358058,363152,295773,363152,78.3824,208.6592,136.3917,81.68,205.92,142.14,213.76,133.48,76.71,74.14,194.84,128.37,90.34,86.99,85.13,110.51,101.59,99.12
2018-05-10,5315991,2719.47,139395,116284,100712,202585,175986,185324,49316,17857,100809,100560,43580,42676,48287,42164,115657,115477,105620,57561,61529,57561,103007,58258,102411,15796,15194,15796,10702,9440,10702,14848,14917,13981,18853,54719,16094,84982,70482,172361,157049,27884,30278,3695,3413,26529,15524,373854,305213,373854,358058,290019,358058,363152,295773,363152,78.1404,208.3895,135.9776,81.47,205.49,141.78,213.07,133.05,76.46,73.9,194.22,127.96,90.47,87.12,85.25,110.34,101.51,99.04
2018-05-11,5292021,2757.91,139395,116284,100712,202585,175986,185324,49316,17857,100809,100560,43580,42676,48287,42164,115657,115477,105620,57561,61529,57561,103007,58258,102411,15796,15194,15796,10702,9440,10702,14848,14917,13981,18853,54719,16094,84982,70482,172361,157049,27884,30278,3695,3413,26529,15524,373854,305213,373854,358058,290019,358058,363152,295773,363152,79.2134,211.5356,137.8517,82.46,208.02,143.5,215.9,134.83,77.47,74.89,196.79,129.67,91.48,88.1,86.2,111.52,102.69,100.18
2018-05-14,5277662,2735.52,139395,116284,100712,202585,175986,185324,49316,17857,100809,100560,43580,42676,48287,42164,115657,115477,105620,57561,61529,57561,103007,58258,102411,15796,15194,15796,10702,9440,10702,14848,14917,13981,18853,54719,16094,84982,70482,172361,157049,27884,30278,3695,3413,26529,15524,373854,305213,373854,358058,290019,358058,363152,295773,363152,78.5402,209.7378,136.7012,81.82,206.4,142.41,214.06,133.7,76.82,74.25,195.12,128.58,90.86,87.52,85.62,110.73,101.97,99.47
2018-05-15,5259242,2637.87,141351,117427,102243,207348,179947,189505,50998,18474,99628,98671,39105,38814,49072,42783,114073,113496,102814,52829,56109,52829,104624,59686,103993,15181,14441,15181,10428,9308,10428,14445,14825,13724,17295,55552,16903,85057,70738,175400,158895,28534,29630,4189,3993,27759,17059,375229,305050,375229,360048,290609,360048,364801,295742,364801,75.7913,202.397,131.9239,79.11,199.56,137.69,206.57,129.03,74.13,71.65,188.29,124.09,87.86,84.63,82.79,107.09,98.62,96.2
2018-05-16,5263927,2682.58,141351,117427,102243,207348,179947,189505,50998,18474,99628,98671,39105,38814,49072,42783,114073,113496,102814,52829,56109,52829,104624,59686,103993,15181,14441,15181,10428,9308,10428,14445,14825,13724,17295,55552,16903,85057,70738,175400,158895,28534,29630,4189,3993,27759,17059,375229,305050,375229,360048,290609,360048,364801,295742,364801,77.2779,206.367,134.5185,80.62,203.38,140.34,210.62,131.57,75.58,73.06,191.99,126.53,89.36,86.08,84.2,108.87,100.27,97.8
2018-05-17,5269581,2608.62,141351,117427,102243,207348,179947,189505,50998,18474,99628,98671,39105,38814,49072,42783,114073,113496,102814,52829,56109,52829,104624,59686,103993,15181,14441,15181,10428,9308,10428,14445,14825,13724,17295,55552,16903,85057,70738,175400,158895,28534,29630,4189,3993,27759,17059,375229,305050,375229,360048,290609,360048,364801,295742,364801,74.7815,199.7004,130.18,78.11,197.06,135.98,203.82,127.32,73.14,70.7,185.78,122.45,86.75,83.57,81.74,105.7,97.36,94.95
2018-05-18,5241446,2638.7,141351,117427,102243,207348,179947,189505,50998,18474,99628,98671,39105,38814,49072,42783,114073,113496,102814,52829,56109,52829,104624,59686,103993,15181,14441,15181,10428,9308,10428,14445,14825,13724,17295,55552,16903,85057,70738,175400,158895,28534,29630,4189,3993,27759,17059,375229,305050,375229,360048,290609,360048,364801,295742,364801,75.9596,202.8464,132.2377,79.37,200.22,138.17,207.03,129.34,74.29,71.81,188.71,124.39,88.16,84.93,83.07,107.33,98.86,96.41
2018-05-21,5226168,2602,141351,117427,102243,207348,179947,189505,50998,18474,99628,98671,39105,38814,49072,42783,114073,113496,102814,52829,56109,52829,104624,59686,103993,15181,14441,15181,10428,9308,10428,14445,14825,13724,17295,55552,16903,85057,70738,175400,158895,28534,29630,4189,3993,27759,17059,375229,305050,375229,360048,290609,360048,364801,295742,364801,74.2766,198.3521,129.3283,77.91,196.54,135.66,202.44,126.49,72.65,70.22,184.53,121.65,86.56,83.4,81.56,105.5,97.2,94.77
2018-05-22,5225059,2587.46,149561,125141,110088,214457,186436,195274,50623,19790,92437,91057,32712,32441,44864,38374,105817,105210,95274,46374,49454,46374,101058,55093,100451,16658,15783,16658,11205,10244,11205,13379,14153,13662,17013,56194,16719,90361,76006,178577,161513,27449,28193,4128,3981,31751,20942,373094,301227,373094,356436,285444,356436,361889,290983,361889,73.7156,196.8539,128.3583,77.24,194.85,134.49,200.91,125.54,72.1,69.69,183.14,120.74,85.94,82.81,80.98,104.63,96.4,93.99
2018-05-23,5212315,2608.5,149561,125141,110088,214457,186436,195274,50623,19790,92437,91057,32712,32441,44864,38374,105817,105210,95274,46374,49454,46374,101058,55093,100451,16658,15783,16658,11205,10244,11205,13379,14153,13662,17013,56194,16719,90361,76006,178577,161513,27449,28193,4128,3981,31751,20942,373094,301227,373094,356436,285444,356436,361889,290983,361889,74.6412,199.3258,129.9769,78.17,197.2,136.13,203.44,127.13,73,70.56,185.44,122.26,86.95,83.79,81.93,105.98,97.64,95.2
2018-05-24,5197111,2593.81,149561,125141,110088,214457,186436,195274,50623,19790,92437,91057,32712,32441,44864,38374,105817,105210,95274,46374,49454,46374,101058,55093,100451,16658,15783,16658,11205,10244,11205,13379,14153,13662,17013,56194,16719,90361,76006,178577,161513,27449,28193,4128,3981,31751,20942,373094,301227,373094,356436,285444,356436,361889,290983,361889,74.2485,198.2771,129.2999,77.71,196.03,135.32,202.37,126.46,72.62,70.19,184.46,121.62,86.46,83.32,81.47,105.27,96.99,94.56
2018-05-25,5179127,2558.55,149561,125141,110088,214457,186436,195274,50623,19790,92437,91057,32712,32441,44864,38374,105817,105210,95274,46374,49454,46374,101058,55093,100451,16658,15783,16658,11205,10244,11205,13379,14153,13662,17013,56194,16719,90361,76006,178577,161513,27449,28193,4128,3981,31751,20942,373094,301227,373094,356436,285444,356436,361889,290983,361889,73.1265,195.2809,127.3528,76.69,193.45,133.55,199.31,124.56,71.52,69.13,181.67,119.79,85.38,82.29,80.45,103.96,95.79,93.39
2018-05-28,5179127,2558.55,149561,125141,110088,214457,186436,195274,50623,19790,92437,91057,32712,32441,44864,38374,105817,105210,95274,46374,49454,46374,101058,55093,100451,16658,15783,16658,11205,10244,11205,13379,14153,13662,17013,56194,16719,90361,76006,178577,161513,27449,28193,4128,3981,31751,20942,373094,301227,373094,356436,285444,356436,361889,290983,361889,73.1265,195.2809,127.3528,76.69,193.45,133.55,199.31,124.56,71.52,69.13,181.67,119.79,85.38,82.29,80.45,103.96,95.79,93.39
2018-05-29,5168984,2505.87,159745,134068,114409,224683,195991,197909,61100,31494,87690,86706,29383,31053,44631,36931,101215,101969,90158,42150,45851,42137,103255,54807,98548,15593,14703,15593,9721,8898,9721,13525,15263,12767,14798,58624,17876,95203,80319,181362,163910,25259,25633,4038,3965,39283,28116,379809,305547,379809,364216,290844,364216,370088,296649,370088,71.6118,191.2359,124.7413,75.17,189.62,130.94,195.18,122,70.04,67.7,177.91,117.33,83.78,80.76,78.95,101.9,93.92,91.54
2018-05-30,5162753,2530.27,159745,134068,114409,224683,195991,197909,61100,31494,87690,86706,29383,31053,44631,36931,101215,101969,90158,42150,45851,42137,103255,54807,98548,15593,14703,15593,9721,8898,9721,13525,15263,12767,14798,58624,17876,95203,80319,181362,163910,25259,25633,4038,3965,39283,28116,379809,305547,379809,364216,290844,364216,370088,296649,370088,72.4814,193.558,126.2626,76.04,191.83,132.47,197.55,123.49,70.89,68.52,180.07,118.77,84.73,81.68,79.84,103.17,95.09,92.67
2018-05-31,5151159,2463.66,159745,134068,114409,224683,195991,197909,61100,31494,87690,86706,29383,31053,44631,36931,101215,101969,90158,42150,45851,42137,103255,54807,98548,15593,14703,15593,9721,8898,9721,13525,15263,12767,14798,58624,17876,95203,80319,181362,163910,25259,25633,4038,3965,39283,28116,379809,305547,379809,364216,290844,364216,370088,296649,370088,70.3215,187.7903,122.5068,73.89,186.39,128.72,191.66,119.82,68.78,66.48,174.7,115.23,82.28,79.33,77.53,100.28,92.43,90.08
2018-06-01,5128963,2463.02,159745,134068,114409,224683,195991,197909,61100,31494,87690,86706,29383,31053,44631,36931,101215,101969,90158,42150,45851,42137,103255,54807,98548,15593,14703,15593,9721,8898,9721,13525,15263,12767,14798,58624,17876,95203,80319,181362,163910,25259,25633,4038,3965,39283,28116,379809,305547,379809,364216,290844,364216,370088,296649,370088,70.2654,187.6404,122.4155,73.97,186.61,128.87,191.51,119.73,68.72,66.43,174.56,115.15,82.41,79.46,77.66,100.55,92.69,90.33
2018-06-04,5124225,2366.64,159745,134068,114409,224683,195991,197909,61100,31494,87690,86706,29383,31053,44631,36931,101215,101969,90158,42150,45851,42137,103255,54807,98548,15593,14703,15593,9721,8898,9721,13525,15263,12767,14798,58624,17876,95203,80319,181362,163910,25259,25633,4038,3965,39283,28116,379809,305547,379809,364216,290844,364216,370088,296649,370088,67.6007,180.5243,117.7919,71.29,179.84,124.22,184.25,115.21,66.12,63.91,167.94,110.8,79.67,76.83,75.07,97.07,89.49,87.2
2018-06-05,5127838,2316,161143,144593,114135,217556,202053,187653,65339,34898,76702,75656,30039,30987,39460,35275,90277,93967,76227,39586,42274,38872,76739,46842,72459,14708,13948,14708,8986,8181,8986,13575,18311,9547,11287,37279,11567,99573,89464,174397,166937,22522,23723,4111,3710,39048,31406,342867,299350,342867,328159,285402,328159,333882,291169,333882,66.086,176.4794,115.1588,69.74,175.94,121.53,180.12,112.63,64.63,62.48,164.18,108.32,78.47,75.67,73.94,95.21,87.78,85.52
2018-06-06,5099998,2319.97,161143,144593,114135,217556,202053,187653,65339,34898,76702,75656,30039,30987,39460,35275,90277,93967,76227,39586,42274,38872,76739,46842,72459,14708,13948,14708,8986,8181,8986,13575,18311,9547,11287,37279,11567,99573,89464,174397,166937,22522,23723,4111,3710,39048,31406,342867,299350,342867,328159,285402,328159,333882,291169,333882,66.114,176.5543,115.2138,69.77,176.01,121.59,180.19,112.69,64.66,62.5,164.25,108.37,78.73,75.92,74.18,95.25,87.82,85.56
2018-06-07,5099317,2291.37,161143,144593,114135,217556,202053,187653,65339,34898,76702,75656,30039,30987,39460,35275,90277,93967,76227,39586,42274,38872,76739,46842,72459,14708,13948,14708,8986,8181,8986,13575,18311,9547,11287,37279,11567,99573,89464,174397,166937,22522,23723,4111,3710,39048,31406,342867,299350,342867,328159,285402,328159,333882,291169,333882,65.3006,174.382,113.8024,68.84,173.66,119.97,178.47,111.31,63.87,61.73,162.68,107.04,77.81,74.98,73.26,94.06,86.73,84.49
2018-06-08,5087826,2379.6,161143,144593,114135,217556,202053,187653,65339,34898,76702,75656,30039,30987,39460,35275,90277,93967,76227,39586,42274,38872,76739,46842,72459,14708,13948,14708,8986,8181,8986,13575,18311,9547,11287,37279,11567,99573,89464,174397,166937,22522,23723,4111,3710,39048,31406,342867,299350,342867,328159,285402,328159,333882,291169,333882,68.1336,181.9476,118.7458,71.7,180.87,124.96,186.59,116.1,66.61,64.39,170.08,111.65,80.79,77.81,76.02,97.7,90.09,87.77
2018-06-11,5072429,2366.67,161143,144593,114135,217556,202053,187653,65339,34898,76702,75656,30039,30987,39460,35275,90277,93967,76227,39586,42274,38872,76739,46842,72459,14708,13948,14708,8986,8181,8986,13575,18311,9547,11287,37279,11567,99573,89464,174397,166937,22522,23723,4111,3710,39048,31406,342867,299350,342867,328159,285402,328159,333882,291169,333882,67.5446,180.3745,117.738,71,179.1,123.76,185.29,115.06,66.01,63.8,168.89,110.66,80.14,77.15,75.36,96.75,89.23,86.91
2018-06-12,5072429,2390.29,146412,126985,104395,194383,177988,168762,58683,31050,67850,67516,30956,31872,22282,17475,81525,86425,69249,38854,40947,37815,62643,29183,58254,13024,12610,13024,7725,7085,7725,13676,18909,7899,9075,40361,11708,94189,81780,158894,150410,21028,22095,4294,4468,31195,23110,303605,255203,303605,290580,242593,290580,295880,248118,295880,68.5544,183.0712,119.5045,71.9,181.38,125.34,188.13,116.63,66.91,64.67,171.48,112.17,81.06,78,76.19,97.82,90.22,87.87
2018-06-13,5072429,2340.9,146412,126985,104395,194383,177988,168762,58683,31050,67850,67516,30956,31872,22282,17475,81525,86425,69249,38854,40947,37815,62643,29183,58254,13024,12610,13024,7725,7085,7725,13676,18909,7899,9075,40361,11708,94189,81780,158894,150410,21028,22095,4294,4468,31195,23110,303605,255203,303605,290580,242593,290580,295880,248118,295880,67.0677,179.1011,116.9193,70.36,177.48,122.65,184.4,114.13,65.46,63.28,168.08,109.76,79.35,76.3,74.53,95.6,88.18,85.88
2018-06-14,5015184,2387.75,146412,126985,104395,194383,177988,168762,58683,31050,67850,67516,30956,31872,22282,17475,81525,86425,69249,38854,40947,37815,62643,29183,58254,13024,12610,13024,7725,7085,7725,13676,18909,7899,9075,40361,11708,94189,81780,158894,150410,21028,22095,4294,4468,31195,23110,303605,255203,303605,290580,242593,290580,295880,248118,295880,68.2458,182.2472,118.9793,71.61,180.65,124.84,187.69,116.17,66.63,64.41,171.08,111.72,80.65,77.56,75.75,97.31,89.76,87.41
2018-06-15,5018969,2474.5,146412,126985,104395,194383,177988,168762,58683,31050,67850,67516,30956,31872,22282,17475,81525,86425,69249,38854,40947,37815,62643,29183,58254,13024,12610,13024,7725,7085,7725,13676,18909,7899,9075,40361,11708,94189,81780,158894,150410,21028,22095,4294,4468,31195,23110,303605,255203,303605,290580,242593,290580,295880,248118,295880,70.6581,188.6891,123.1912,73.91,186.46,128.87,193.73,119.91,68.78,66.48,176.59,115.32,82.97,79.79,77.93,100.32,92.54,90.11
2018-06-18,5000127,2432.84,146412,126985,104395,194383,177988,168762,58683,31050,67850,67516,30956,31872,22282,17475,81525,86425,69249,38854,40947,37815,62643,29183,58254,13024,12610,13024,7725,7085,7725,13676,18909,7899,9075,40361,11708,94189,81780,158894,150410,21028,22095,4294,4468,31195,23110,303605,255203,303605,290580,242593,290580,295880,248118,295880,69.452,185.4682,121.1077,72.86,183.81,127.06,190.97,118.23,67.8,65.53,174.08,113.7,82.12,78.99,77.13,99.01,91.35,88.94
2018-06-19,4984736,2421.33,147833,127689,104359,194126,177799,167836,61565,32770,64044,63630,29085,29767,22880,17654,76563,81982,64851,36299,38145,36198,62831,27505,56452,13649,13227,13649,7620,6954,7620,12519,18352,7214,8378,39951,9851,94941,82010,157598,149391,19972,21062,3608,3791,32920,24617,300876,250403,300876,287227,237176,287227,293256,243449,293256,68.8068,183.7453,119.9891,72.37,182.56,126.2,189.67,117.43,67.34,65.09,172.89,112.93,81.66,78.56,76.7,98.34,90.73,88.33
2018-06-20,4978971,2512.88,147833,127689,104359,194126,177799,167836,61565,32770,64044,63630,29085,29767,22880,17654,76563,81982,64851,36299,38145,36198,62831,27505,56452,13649,13227,13649,7620,6954,7620,12519,18352,7214,8378,39951,9851,94941,82010,157598,149391,19972,21062,3608,3791,32920,24617,300876,250403,300876,287227,237176,287227,293256,243449,293256,71.6118,191.2359,124.887,75.11,189.48,130.99,196.86,121.89,69.89,67.55,179.44,117.22,84.14,80.95,79.03,101.78,93.92,91.43
2018-06-21,4969478,2483.06,147833,127689,104359,194126,177799,167836,61565,32770,64044,63630,29085,29767,22880,17654,76563,81982,64851,36299,38145,36198,62831,27505,56452,13649,13227,13649,7620,6954,7620,12519,18352,7214,8378,39951,9851,94941,82010,157598,149391,19972,21062,3608,3791,32920,24617,300876,250403,300876,287227,237176,287227,293256,243449,293256,70.4898,188.2397,122.9369,74.12,186.98,129.27,194.26,120.28,68.97,66.66,177.07,115.68,82.9,79.76,77.87,100.51,92.75,90.29
2018-06-22,4941005,2480.28,147833,127689,104359,194126,177799,167836,61565,32770,64044,63630,29085,29767,22880,17654,76563,81982,64851,36299,38145,36198,62831,27505,56452,13649,13227,13649,7620,6954,7620,12519,18352,7214,8378,39951,9851,94941,82010,157598,149391,19972,21062,3608,3791,32920,24617,300876,250403,300876,287227,237176,287227,293256,243449,293256,70.5179,188.3146,122.9923,74.18,187.12,129.37,194.41,120.38,69.02,66.71,177.21,115.78,82.9,79.76,77.87,100.59,92.83,90.36
2018-06-25,4923205,2469.44,147833,127689,104359,194126,177799,167836,61565,32770,64044,63630,29085,29767,22880,17654,76563,81982,64851,36299,38145,36198,62831,27505,56452,13649,13227,13649,7620,6954,7620,12519,18352,7214,8378,39951,9851,94941,82010,157598,149391,19972,21062,3608,3791,32920,24617,300876,250403,300876,287227,237176,287227,293256,243449,293256,69.5642,185.7678,121.3483,73.33,184.99,127.92,192.2,119.03,68.23,65.95,175.19,114.47,82.02,78.93,77.04,99.52,91.86,89.4
